timestamp,open,high,low,close,volume
2025-07-20 05:32:00,117822.28,117822.33,117821.41,117821.43,0.8645
2025-07-20 05:33:00,117821.43,117824.31,117821.42,117822.38,3.599
2025-07-20 05:34:00,117822.38,117833.07,117822.34,117833.07,3.89
2025-07-20 05:35:00,117833.07,117845.11,117833.07,117845.1,3.995
2025-07-20 05:36:00,117845.1,117849.38,117845.1,117848.64,2.404
2025-07-20 05:37:00,117848.64,117851.19,117848.49,117851.19,3.175
2025-07-20 05:38:00,117851.19,117852.57,117851.18,117852.57,1.527
2025-07-20 05:39:00,117852.57,117881.37,117852.54,117881.36,2.833
2025-07-20 05:40:00,117881.36,117882.87,117850.89,117860.38,10.96
2025-07-20 05:41:00,117860.38,117872.02,117860.38,117872.0,4.894
2025-07-20 05:42:00,117872.0,117916.71,117871.99,117894.95,23.36
2025-07-20 05:43:00,117894.95,117896.67,117841.85,117884.11,138.05
2025-07-20 05:44:00,117884.11,117892.18,117884.1,117892.17,1.7
2025-07-20 05:45:00,117892.17,117908.53,117892.16,117908.5,5.974
2025-07-20 05:46:00,117908.5,117908.52,117904.27,117904.31,2.444
2025-07-20 05:47:00,117904.31,117904.32,117903.95,117904.0,0.5711
2025-07-20 05:48:00,117904.0,117910.25,117903.99,117910.23,4.526
2025-07-20 05:49:00,117910.23,117918.36,117910.23,117918.35,3.644
2025-07-20 05:50:00,117918.35,117918.72,117866.36,117866.36,30.6
2025-07-20 05:51:00,117866.36,117868.07,117853.53,117868.04,13.59
2025-07-20 05:52:00,117868.04,117868.04,117865.28,117866.28,4.2
2025-07-20 05:53:00,117866.28,117866.3,117846.34,117846.34,15.85
2025-07-20 05:54:00,117846.34,117871.71,117844.18,117871.71,8.118
2025-07-20 05:55:00,117871.71,117871.76,117871.58,117871.58,0.7236
2025-07-20 05:56:00,117871.58,117882.31,117871.55,117882.31,5.363
2025-07-20 05:57:00,117882.31,117882.9,117878.47,117878.48,3.589
2025-07-20 05:58:00,117878.48,117878.5,117849.64,117849.64,15.62
2025-07-20 05:59:00,117849.64,117849.64,117848.32,117848.36,3.06
2025-07-20 06:00:00,117848.36,117848.99,117839.24,117839.39,6.207
2025-07-20 06:01:00,117839.39,117842.12,117838.87,117839.1,16.4
2025-07-20 06:02:00,117839.1,117839.13,117827.57,117827.58,4.733
2025-07-20 06:03:00,117827.58,117829.68,117826.68,117829.05,5.356
2025-07-20 06:04:00,117829.05,117829.08,117828.64,117828.89,1.158
2025-07-20 06:05:00,117828.89,117828.89,117819.22,117819.22,10.03
2025-07-20 06:06:00,117819.22,117819.84,117817.55,117817.55,4.652
2025-07-20 06:07:00,117817.55,117817.57,117816.86,117816.89,1.171
2025-07-20 06:08:00,117816.89,117817.22,117816.8,117817.2,1.51
2025-07-20 06:09:00,117817.2,117819.58,117817.18,117819.49,4.356
2025-07-20 06:10:00,117819.49,117819.85,117819.48,117819.65,1.504
2025-07-20 06:11:00,117819.65,117819.66,117802.32,117802.32,6.693
2025-07-20 06:12:00,117802.32,117802.33,117794.94,117795.37,9.679
2025-07-20 06:13:00,117795.37,117795.37,117795.27,117795.3,1.228
2025-07-20 06:14:00,117795.3,117798.35,117783.43,117783.43,15.65
2025-07-20 06:15:00,117783.43,117783.45,117776.44,117777.54,4.176
2025-07-20 06:16:00,117777.54,117778.24,117777.52,117778.21,2.094
2025-07-20 06:17:00,117778.21,117778.24,117778.16,117778.18,1.654
2025-07-20 06:18:00,117778.18,117796.72,117778.17,117796.72,5.169
2025-07-20 06:19:00,117796.72,117810.71,117796.69,117797.06,12.59
2025-07-20 06:20:00,117797.06,117797.09,117777.86,117777.88,6.18
2025-07-20 06:21:00,117777.88,117777.89,117770.01,117770.01,3.662
2025-07-20 06:22:00,117770.01,117795.32,117766.28,117795.31,8.41
2025-07-20 06:23:00,117795.31,117803.54,117795.22,117796.56,12.4
2025-07-20 06:24:00,117796.56,117821.05,117796.05,117821.02,7.172
2025-07-20 06:25:00,117821.02,117822.06,117819.56,117821.11,5.117
2025-07-20 06:26:00,117821.11,117840.67,117820.39,117840.67,12.1
2025-07-20 06:27:00,117840.67,117869.83,117840.66,117869.83,7.602
2025-07-20 06:28:00,117869.83,117873.11,117852.71,117852.74,7.101
2025-07-20 06:29:00,117852.74,117852.74,117834.08,117834.12,3.081
2025-07-20 06:30:00,117834.12,117834.14,117824.75,117824.82,4.548
2025-07-20 06:31:00,117824.82,117824.82,117808.4,117808.43,21.14
2025-07-20 06:32:00,117808.43,117820.86,117806.82,117809.11,8.591
2025-07-20 06:33:00,117809.11,117812.69,117808.16,117812.69,3.411
2025-07-20 06:34:00,117812.69,117812.69,117812.41,117812.49,1.782
2025-07-20 06:35:00,117812.49,117812.51,117809.79,117809.81,3.45
2025-07-20 06:36:00,117809.81,117831.39,117809.69,117831.39,8.562
2025-07-20 06:37:00,117831.39,117831.39,117831.35,117831.37,1.995
2025-07-20 06:38:00,117831.37,117832.97,117813.77,117813.79,6.595
2025-07-20 06:39:00,117813.79,117813.81,117806.83,117806.85,2.133
2025-07-20 06:40:00,117806.85,117808.33,117806.81,117808.33,3.719
2025-07-20 06:41:00,117808.33,117843.4,117807.7,117842.12,12.47
2025-07-20 06:42:00,117842.12,117842.24,117842.12,117842.2,0.6145
2025-07-20 06:43:00,117842.2,117842.46,117842.01,117842.05,2.067
2025-07-20 06:44:00,117842.05,117847.51,117841.69,117847.49,4.321
2025-07-20 06:45:00,117847.49,117860.51,117847.46,117860.49,3.219
2025-07-20 06:46:00,117860.49,117867.2,117860.47,117867.18,3.952
2025-07-20 06:47:00,117867.18,117873.94,117867.18,117873.92,3.276
2025-07-20 06:48:00,117873.92,117873.98,117872.53,117872.53,3.502
2025-07-20 06:49:00,117872.53,117872.82,117872.03,117872.04,1.25
2025-07-20 06:50:00,117872.04,117883.39,117872.03,117883.39,3.236
2025-07-20 06:51:00,117883.39,117888.01,117883.39,117885.95,1.203
2025-07-20 06:52:00,117885.95,117886.74,117885.94,117886.72,2.672
2025-07-20 06:53:00,117886.72,117888.19,117886.55,117888.13,3.09
2025-07-20 06:54:00,117888.13,117888.14,117884.16,117884.2,6.046
2025-07-20 06:55:00,117884.2,117884.52,117884.18,117884.51,2.787
2025-07-20 06:56:00,117884.51,117884.54,117862.65,117862.67,9.997
2025-07-20 06:57:00,117862.67,117862.67,117837.68,117837.68,6.492
2025-07-20 06:58:00,117837.68,117837.71,117824.71,117826.28,6.312
2025-07-20 06:59:00,117826.28,117831.59,117826.28,117826.94,4.52
2025-07-20 07:00:00,117826.94,117827.77,117826.7,117827.75,4.334
2025-07-20 07:01:00,117827.75,117850.27,117827.63,117850.27,6.701
2025-07-20 07:02:00,117850.27,117850.27,117845.09,117846.78,4.557
2025-07-20 07:03:00,117846.78,117886.2,117846.77,117883.62,14.14
2025-07-20 07:04:00,117883.62,117883.67,117851.94,117851.97,12.08
2025-07-20 07:05:00,117851.97,117854.35,117851.08,117854.26,2.554
2025-07-20 07:06:00,117854.26,117858.89,117848.38,117858.89,8.299
2025-07-20 07:07:00,117858.89,117874.48,117858.88,117874.47,3.367
2025-07-20 07:08:00,117874.47,117880.69,117874.47,117880.69,6.183
2025-07-20 07:09:00,117880.69,117882.56,117870.47,117870.47,7.918
2025-07-20 07:10:00,117870.47,117870.47,117861.0,117861.26,2.537
2025-07-20 07:11:00,117861.26,117861.29,117850.79,117850.8,5.019
2025-07-20 07:12:00,117850.8,117850.8,117848.19,117849.19,6.216
2025-07-20 07:13:00,117849.19,117852.31,117849.16,117852.31,3.746
2025-07-20 07:14:00,117852.31,117853.02,117852.3,117853.02,1.49
2025-07-20 07:15:00,117853.02,117869.58,117853.01,117869.58,5.457
2025-07-20 07:16:00,117869.58,117871.73,117869.58,117871.26,4.404
2025-07-20 07:17:00,117871.26,117890.68,117871.25,117890.68,4.762
2025-07-20 07:18:00,117890.68,117914.65,117890.1,117914.64,7.748
2025-07-20 07:19:00,117914.64,117914.66,117912.61,117912.62,3.595
2025-07-20 07:20:00,117912.62,117924.52,117912.61,117924.52,6.562
2025-07-20 07:21:00,117924.52,117939.82,117924.32,117938.14,14.82
2025-07-20 07:22:00,117938.14,117938.16,117928.51,117929.45,7.681
2025-07-20 07:23:00,117929.45,117931.83,117927.55,117931.82,4.725
2025-07-20 07:24:00,117931.82,117942.42,117930.53,117942.42,9.003
2025-07-20 07:25:00,117942.42,117943.43,117939.66,117939.89,9.301
2025-07-20 07:26:00,117939.89,117951.83,117939.84,117951.82,9.3
2025-07-20 07:27:00,117951.82,117981.88,117951.82,117981.88,5.469
2025-07-20 07:28:00,117981.88,118002.46,117981.85,118002.46,13.83
2025-07-20 07:29:00,118002.46,118059.79,118002.42,118059.79,35.63
2025-07-20 07:30:00,118059.79,118061.19,118043.04,118061.19,12.8
2025-07-20 07:31:00,118061.19,118092.53,118061.16,118092.53,36.24
2025-07-20 07:32:00,118092.53,118098.23,118084.55,118097.08,13.17
2025-07-20 07:33:00,118097.08,118097.09,118096.7,118096.96,7.858
2025-07-20 07:34:00,118096.96,118096.96,118093.49,118093.52,5.463
2025-07-20 07:35:00,118093.52,118097.05,118048.59,118048.63,17.0
2025-07-20 07:36:00,118048.63,118048.63,118022.58,118030.18,12.34
2025-07-20 07:37:00,118030.18,118036.95,118030.16,118036.93,2.141
2025-07-20 07:38:00,118036.93,118046.61,118036.58,118046.61,4.904
2025-07-20 07:39:00,118046.61,118059.79,118036.27,118036.7,9.735
2025-07-20 07:40:00,118036.7,118037.73,118032.09,118032.75,4.502
2025-07-20 07:41:00,118032.75,118052.95,118032.49,118051.49,5.442
2025-07-20 07:42:00,118051.49,118065.21,118032.75,118032.77,20.29
2025-07-20 07:43:00,118032.77,118131.35,118017.27,118129.6,76.81
2025-07-20 07:44:00,118129.6,118215.41,118117.85,118215.41,44.69
2025-07-20 07:45:00,118215.41,118216.89,118178.01,118178.76,62.04
2025-07-20 07:46:00,118178.76,118180.58,118177.15,118179.72,11.8
2025-07-20 07:47:00,118179.72,118180.83,118159.76,118175.86,11.46
2025-07-20 07:48:00,118175.86,118179.41,118175.23,118175.34,6.562
2025-07-20 07:49:00,118175.34,118175.34,118133.85,118133.86,9.132
2025-07-20 07:50:00,118133.86,118134.5,118082.51,118085.8,29.87
2025-07-20 07:51:00,118085.8,118086.09,118082.07,118086.08,4.492
2025-07-20 07:52:00,118086.08,118086.08,118047.84,118048.96,14.51
2025-07-20 07:53:00,118048.96,118070.21,118046.58,118052.63,17.57
2025-07-20 07:54:00,118052.63,118052.65,118031.5,118036.59,17.63
2025-07-20 07:55:00,118036.59,118036.6,118000.41,118009.04,19.79
2025-07-20 07:56:00,118009.04,118030.26,118008.35,118030.26,4.841
2025-07-20 07:57:00,118018.97,118115.15,117990.67,118038.28,1443.12
2025-07-20 07:58:00,118028.7,118029.72,118027.25,118029.48,4.205
2025-07-20 07:59:00,118029.48,118030.82,118025.7,118025.7,5.313
2025-07-20 08:00:00,118025.7,118057.8,118025.56,118057.8,7.979
2025-07-20 08:01:00,118057.8,118069.7,118057.8,118069.7,12.8
2025-07-20 08:02:00,118069.7,118082.93,118069.7,118082.92,2.584
2025-07-20 08:03:00,118082.92,118219.68,118082.83,118183.84,138.34
2025-07-20 08:04:00,118183.84,118208.09,118175.22,118208.09,11.87
2025-07-20 08:05:00,118208.09,118215.04,118197.56,118215.04,14.53
2025-07-20 08:06:00,118215.04,118235.76,118209.05,118209.05,16.16
2025-07-20 08:07:00,118209.05,118209.05,118182.91,118194.89,19.83
2025-07-20 08:08:00,118194.89,118220.52,118194.89,118219.44,4.357
2025-07-20 08:09:00,118219.44,118239.67,118213.55,118239.67,9.29
2025-07-20 08:10:00,118239.67,118241.32,118226.23,118235.95,8.427
2025-07-20 08:11:00,118235.95,118249.47,118235.95,118236.87,8.579
2025-07-20 08:12:00,118236.87,118241.81,118235.86,118241.81,3.552
2025-07-20 08:13:00,118241.81,118250.7,118241.79,118250.7,3.741
2025-07-20 08:14:00,118250.7,118251.1,118250.67,118251.07,6.086
2025-07-20 08:15:00,118251.07,118254.0,118250.4,118253.98,8.235
2025-07-20 08:16:00,118253.98,118254.92,118236.55,118236.66,8.638
2025-07-20 08:17:00,118236.66,118236.66,118221.71,118221.78,15.29
2025-07-20 08:18:00,118221.78,118221.81,118214.66,118214.7,2.198
2025-07-20 08:19:00,118214.7,118216.37,118209.59,118210.47,15.56
2025-07-20 08:20:00,118210.47,118213.43,118173.81,118174.25,14.03
2025-07-20 08:21:00,118174.25,118176.17,118163.29,118163.34,7.546
