timestamp,bid_price,ask_price,bid_size,ask_size
2025-07-20 13:40:00,118088.579961,118112.200039,0.01524,0.01524
2025-07-20 13:41:00,118097.31908700001,118120.940913,0.01545,0.01545
2025-07-20 13:42:00,118115.19729899999,118138.822701,0.01426,0.01426
2025-07-20 13:43:00,118087.980021,118111.59997899999,0.0170325,0.0170325
2025-07-20 13:44:00,118107.298089,118130.921911,0.016440000000000003,0.016440000000000003
2025-07-20 13:45:00,118155.38328,118179.01672,0.017875000000000002,0.017875000000000002
2025-07-20 13:46:00,118127.426076,118151.053924,0.019324285714285714,0.019324285714285714
2025-07-20 13:47:00,118121.056713,118144.68328699999,0.018475000000000002,0.018475000000000002
2025-07-20 13:48:00,118116.417177,118140.042823,0.017816666666666668,0.017816666666666668
2025-07-20 13:49:00,118159.742844,118183.377156,0.017169999999999998,0.017169999999999998
2025-07-20 13:50:00,118185.33028499999,118208.969715,0.01862181818181818,0.01862181818181818
2025-07-20 13:51:00,118214.07741,118237.72258999999,0.019875833333333332,0.019875833333333332
2025-07-20 13:52:00,118323.416475,118347.083525,0.021173846153846154,0.021173846153846154
2025-07-20 13:53:00,118329.225894,118352.89410599999,0.022160714285714284,0.022160714285714284
2025-07-20 13:54:00,118328.415975,118352.084025,0.022182000000000004,0.022182000000000004
2025-07-20 13:55:00,118301.278689,118324.941311,0.024094375,0.024094375
2025-07-20 13:56:00,118321.84663199999,118345.513368,0.024163529411764705,0.024163529411764705
2025-07-20 13:57:00,118328.136003,118351.803997,0.02386111111111111,0.02386111111111111
2025-07-20 13:58:00,118337.06511,118360.73488999999,0.023486315789473685,0.023486315789473685
2025-07-20 13:59:00,118393.909425,118417.590575,0.025469000000000002,0.025469000000000002
2025-07-20 14:00:00,118422.126603,118445.813397,0.026092857142857147,0.026092857142857147
2025-07-20 14:01:00,118456.763139,118480.456861,0.02654909090909091,0.02654909090909091
2025-07-20 14:02:00,118521.28668599999,118544.993314,0.02978826086956522,0.02978826086956522
2025-07-20 14:03:00,118498.638951,118522.34104900001,0.030769583333333333,0.030769583333333333
2025-07-20 14:04:00,118531.685646,118555.39435399999,0.0315,0.0315
2025-07-20 14:05:00,118530.44577,118554.15423,0.03142346153846154,0.03142346153846154
2025-07-20 14:06:00,118673.51146200001,118697.248538,0.033317037037037034,0.033317037037037034
2025-07-20 14:07:00,118680.300783,118704.039217,0.03433178571428572,0.03433178571428572
2025-07-20 14:08:00,118738.514961,118762.265039,0.03589206896551724,0.03589206896551724
2025-07-20 14:09:00,118607.968017,118631.691983,0.037138666666666674,0.037138666666666674
2025-07-20 14:10:00,118519.04690999999,118542.75309,0.03776838709677419,0.03776838709677419
2025-07-20 14:11:00,118355.76324,118379.43676000001,0.039275625,0.039275625
2025-07-20 14:12:00,118409.75784,118433.44216,0.03978909090909091,0.03978909090909091
2025-07-20 14:13:00,118409.65785,118433.34215,0.03951647058823529,0.03951647058823529
2025-07-20 14:14:00,118538.694945,118562.40505500001,0.03927485714285714,0.03927485714285714
2025-07-20 14:15:00,118469.001915,118492.69808500001,0.03945805555555555,0.03945805555555555
2025-07-20 14:16:00,118653.00351299999,118676.736487,0.04012432432432432,0.04012432432432432
2025-07-20 14:17:00,118650.023811,118673.75618899999,0.03964763157894737,0.03964763157894737
2025-07-20 14:18:00,118663.15249800001,118686.887502,0.03939512820512821,0.03939512820512821
2025-07-20 14:19:00,118630.56575699999,118654.294243,0.03958974999999999,0.03958974999999999
2025-07-20 14:20:00,118653.1335,118676.8665,0.03946048780487805,0.03946048780487805
2025-07-20 14:21:00,118709.957817,118733.702183,0.03921190476190476,0.03921190476190476
2025-07-20 14:22:00,118708.177995,118731.922005,0.03895255813953489,0.03895255813953489
2025-07-20 14:23:00,118668.221991,118691.958009,0.03994477272727273,0.03994477272727273
2025-07-20 14:24:00,118638.814932,118662.54506799999,0.039850222222222224,0.039850222222222224
2025-07-20 14:25:00,118665.25228799999,118688.987712,0.03969913043478261,0.03969913043478261
2025-07-20 14:26:00,118620.386775,118644.113225,0.03922510638297872,0.03922510638297872
2025-07-20 14:27:00,118533.695445,118557.404555,0.039233125,0.039233125
2025-07-20 14:28:00,118523.856429,118547.563571,0.038608081632653064,0.038608081632653064
2025-07-20 14:29:00,118622.326581,118646.053419,0.03839252,0.03839252
2025-07-20 14:30:00,118662.092604,118685.82739600001,0.038983254901960786,0.038983254901960786
2025-07-20 14:31:00,118618.656948,118642.383052,0.038673000000000006,0.038673000000000006
2025-07-20 14:32:00,118565.112303,118588.827697,0.03889294339622641,0.03889294339622641
2025-07-20 14:33:00,118520.266788,118543.973212,0.03843548148148148,0.03843548148148148
2025-07-20 14:34:00,118559.04290999999,118582.75709,0.03823065454545455,0.03823065454545455
2025-07-20 14:35:00,118528.285986,118551.994014,0.03804403571428571,0.03804403571428571
2025-07-20 14:36:00,118524.656349,118548.36365099999,0.037539228070175436,0.037539228070175436
2025-07-20 14:37:00,118553.40347399999,118577.116526,0.03769406896551724,0.03769406896551724
2025-07-20 14:38:00,118567.46206800001,118591.177932,0.03718030508474576,0.03718030508474576
2025-07-20 14:39:00,118617.317082,118641.04291799999,0.0375278,0.0375278
2025-07-20 14:40:00,118577.91102300001,118601.628977,0.037670133333333335,0.037670133333333335
2025-07-20 14:41:00,118603.73844,118627.46156000001,0.037607133333333334,0.037607133333333334
2025-07-20 14:42:00,118619.656848,118643.38315200001,0.03760379999999999,0.03760379999999999
2025-07-20 14:43:00,118559.41287300001,118583.127127,0.03749913333333334,0.03749913333333334
2025-07-20 14:44:00,118566.922122,118590.637878,0.03753596666666668,0.03753596666666668
2025-07-20 14:45:00,118534.54535999999,118558.25464,0.03763046666666667,0.03763046666666667
2025-07-20 14:46:00,118561.802634,118585.517366,0.03760413333333334,0.03760413333333334
2025-07-20 14:47:00,118536.205194,118559.914806,0.03792263333333333,0.03792263333333333
2025-07-20 14:48:00,118531.475667,118555.184333,0.037858916666666666,0.037858916666666666
2025-07-20 14:49:00,118505.61825300001,118529.321747,0.037813316666666666,0.037813316666666666
2025-07-20 14:50:00,118535.185296,118558.89470399999,0.03757365,0.03757365
2025-07-20 14:51:00,118472.25159,118495.94841000001,0.038269149999999995,0.038269149999999995
2025-07-20 14:52:00,118478.590956,118502.289044,0.03787015,0.03787015
2025-07-20 14:53:00,118425.58625699999,118449.273743,0.03754115,0.03754115
2025-07-20 14:54:00,118400.698746,118424.38125399999,0.03740781666666667,0.03740781666666667
2025-07-20 14:55:00,118450.64375100001,118474.336249,0.036840983333333334,0.036840983333333334
2025-07-20 14:56:00,118489.399875,118513.100125,0.036684150000000006,0.036684150000000006
2025-07-20 14:57:00,118425.28628700001,118448.973713,0.03685331666666666,0.03685331666666666
2025-07-20 14:58:00,118423.136502,118446.823498,0.03689098333333334,0.03689098333333334
2025-07-20 14:59:00,118449.883827,118473.576173,0.03612948333333334,0.03612948333333334
2025-07-20 15:00:00,118464.132402,118487.82759799999,0.03566715,0.03566715
2025-07-20 15:01:00,118417.75704000001,118441.44296,0.035390816666666665,0.035390816666666665
2025-07-20 15:02:00,118359.07290900001,118382.747091,0.034885816666666666,0.034885816666666666
2025-07-20 15:03:00,118400.00881500001,118423.691185,0.034182649999999995,0.034182649999999995
2025-07-20 15:04:00,118389.499866,118413.180134,0.03348363333333334,0.03348363333333334
2025-07-20 15:05:00,118358.622954,118382.297046,0.03309416666666667,0.03309416666666667
2025-07-20 15:06:00,118339.384878,118363.055122,0.032023333333333334,0.032023333333333334
2025-07-20 15:07:00,118385.87022900001,118409.549771,0.031195666666666667,0.031195666666666667
2025-07-20 15:08:00,118375.85123100001,118399.528769,0.03000508333333333,0.03000508333333333
2025-07-20 15:09:00,118362.982518,118386.65748200001,0.02912975,0.02912975
2025-07-20 15:10:00,118390.589757,118414.27024299999,0.02850891666666667,0.02850891666666667
2025-07-20 15:11:00,118396.039212,118419.720788,0.027137683333333332,0.027137683333333332
2025-07-20 15:12:00,118508.02801200001,118531.731988,0.026830183333333334,0.026830183333333334
2025-07-20 15:13:00,118548.21399300001,118571.926007,0.02682451666666667,0.02682451666666667
2025-07-20 15:14:00,118638.814932,118662.54506799999,0.026774016666666667,0.026774016666666667
2025-07-20 15:15:00,118571.60165400001,118595.318346,0.02731085,0.02731085
2025-07-20 15:16:00,118515.64725,118539.35275,0.026545683333333334,0.026545683333333334
2025-07-20 15:17:00,118534.785336,118558.494664,0.026597683333333337,0.026597683333333337
2025-07-20 15:18:00,118551.123702,118574.836298,0.026185833333333332,0.026185833333333332
2025-07-20 15:19:00,118510.34778,118534.05222,0.0255592,0.0255592
2025-07-20 15:20:00,118539.96481800001,118563.675182,0.025163033333333334,0.025163033333333334
2025-07-20 15:21:00,118532.955519,118556.664481,0.024873199999999998,0.024873199999999998
2025-07-20 15:22:00,118529.635851,118553.34414900001,0.02455868333333333,0.02455868333333333
2025-07-20 15:23:00,118533.125502,118556.834498,0.02329256666666667,0.02329256666666667
2025-07-20 15:24:00,118582.250589,118605.969411,0.023097733333333335,0.023097733333333335
2025-07-20 15:25:00,118614.89732399999,118638.622676,0.022685783333333334,0.022685783333333334
2025-07-20 15:26:00,118551.663648,118575.376352,0.022630283333333334,0.022630283333333334
2025-07-20 15:27:00,118589.03990999999,118612.76009,0.022094866666666668,0.022094866666666668
2025-07-20 15:28:00,118654.33338,118678.06662,0.0222216,0.0222216
2025-07-20 15:29:00,118693.60945199999,118717.350548,0.022102266666666665,0.022102266666666665
2025-07-20 15:30:00,118661.92262099999,118685.657379,0.0213426,0.0213426
2025-07-20 15:31:00,118690.889724,118714.630276,0.0212396,0.0212396
2025-07-20 15:32:00,118667.112102,118690.84789799999,0.020647433333333333,0.020647433333333333
2025-07-20 15:33:00,118742.404572,118766.155428,0.02125943333333333,0.02125943333333333
2025-07-20 15:34:00,118716.99711299999,118740.742887,0.021181433333333336,0.021181433333333336
2025-07-20 15:35:00,118664.822331,118688.557669,0.02118276666666667,0.02118276666666667
2025-07-20 15:36:00,118618.326981,118642.053019,0.02130643333333334,0.02130643333333334
2025-07-20 15:37:00,118603.698444,118627.421556,0.020963266666666664,0.020963266666666664
2025-07-20 15:38:00,118608.857928,118632.582072,0.020997150000000003,0.020997150000000003
2025-07-20 15:39:00,118627.916022,118651.643978,0.020213650000000007,0.020213650000000007
2025-07-20 15:40:00,118600.818732,118624.54126799999,0.019940866666666668,0.019940866666666668
2025-07-20 15:41:00,118604.658348,118628.38165200001,0.01988086666666667,0.01988086666666667
2025-07-20 15:42:00,118616.197194,118639.922806,0.020074366666666666,0.020074366666666666
2025-07-20 15:43:00,118564.482366,118588.197634,0.020006033333333336,0.020006033333333336
2025-07-20 15:44:00,118583.230491,118606.949509,0.019850450000000002,0.019850450000000002
2025-07-20 15:45:00,118573.18149599999,118596.898504,0.01954645,0.01954645
2025-07-20 15:46:00,118609.647849,118633.37215099999,0.01937445,0.01937445
2025-07-20 15:47:00,118611.03770999999,118634.76229,0.018955566666666666,0.018955566666666666
2025-07-20 15:48:00,118716.22719,118739.97281,0.019572783333333333,0.019572783333333333
2025-07-20 15:49:00,118718.696943,118742.44305700001,0.019730216666666665,0.019730216666666665
2025-07-20 15:50:00,118753.82343,118777.57656999999,0.01976905,0.01976905
2025-07-20 15:51:00,118728.975915,118752.72408500001,0.019042716666666664,0.019042716666666664
2025-07-20 15:52:00,118746.39417300001,118770.145827,0.019010383333333335,0.019010383333333335
2025-07-20 15:53:00,118734.255387,118758.00461300001,0.018940383333333335,0.018940383333333335
2025-07-20 15:54:00,118702.548558,118726.291442,0.0188355,0.0188355
2025-07-20 15:55:00,118673.081505,118696.818495,0.089055,0.089055
2025-07-20 15:56:00,118629.73584000001,118653.46416,0.08910699999999999,0.08910699999999999
2025-07-20 15:57:00,118691.75963700001,118715.500363,0.08960816666666667,0.08960816666666667
2025-07-20 15:58:00,118690.03980900001,118713.780191,0.08955783333333332,0.08955783333333332
2025-07-20 15:59:00,118664.73234,118688.46766000001,0.08943201666666666,0.08943201666666666
2025-07-20 16:00:00,118692.709542,118716.450458,0.08943018333333332,0.08943018333333332
2025-07-20 16:01:00,118771.311681,118795.068319,0.09056551666666664,0.09056551666666664
2025-07-20 16:02:00,118779.080904,118802.83909600001,0.09016018333333332,0.09016018333333332
2025-07-20 16:03:00,118817.01711,118840.78288999999,0.09063451666666665,0.09063451666666665
2025-07-20 16:04:00,118838.31498,118862.08502,0.09125003333333333,0.09125003333333333
